1	1
17	508912
2	0
3	1
18	444173
4	1
17	509017
5	2
18	473234
17	509053
6	1
17	509016
7	0
8	0
9	0
10	0
11	0
12	1
17	508938
13	0
14	0
15	1
17	508934
16	0
17	1
17	508876
18	0
19	0
20	0
21	1
17	508932
22	1
17	509129
23	1
18	508937
24	0
25	0
26	0
27	0
28	1
17	508871
29	1
17	509070
30	0
31	0
32	0
33	0
34	1
17	509078
35	0
36	1
18	170370
37	0
38	0
39	1
17	508889
40	0
41	0
42	0
43	0
44	0
45	2
17	508879
18	508909
46	2
18	347220
17	347745
47	0
48	2
17	508866
18	508931
49	1
17	508939
50	0
51	0
52	1
17	509050
53	1
17	509086
54	0
55	0
56	1
17	509022
57	0
58	0
59	1
17	508939
60	0
61	1
17	508993
62	1
17	508904
63	0
64	1
18	190749
65	1
18	156977
66	0
67	0
68	1
17	509078
69	2
17	509069
18	509066
70	0
71	0
72	1
17	508882
73	0
74	0
75	0
76	0
77	0
78	1
17	508841
79	0
80	0
81	2
17	508979
18	509023
82	0
83	1
18	178277
84	0
85	0
86	0
87	0
88	0
89	1
17	509019
90	1
17	508906
91	1
17	508920
92	0
93	0
94	0
95	0
96	0
97	1
17	508907
98	0
99	0
100	1
17	508988
101	1
17	509072
102	0
103	1
17	509048
104	1
18	509052
105	0
106	0
107	0
108	0
109	0
110	0
111	1
17	509008
112	1
17	508951
113	1
17	509075
114	0
115	0
116	0
117	1
17	508902
118	0
119	0
120	1
17	508905
121	0
122	0
123	1
17	509033
124	2
17	509076
18	509078
125	1
17	509036
126	1
17	508905
127	1
17	508917
128	1
17	508930
129	0
130	0
131	0
132	0
133	1
17	509051
134	0
135	0
136	2
17	509003
18	509057
137	1
17	509053
138	0
139	0
140	0
141	1
17	508936
142	0
143	0
144	1
17	508912
145	1
17	509050
146	0
147	1
17	508889
148	0
149	0
150	2
17	508980
18	508994
151	1
18	246922
152	0
153	1
18	509036
154	1
18	509057
155	1
18	508998
156	0
157	0
158	0
159	0
160	1
17	509047
161	2
17	508989
18	509041
162	0
163	0
164	0
165	0
166	1
17	508912
167	0
168	0
169	1
17	509013
170	0
171	0
172	2
17	508990
18	509018
173	0
174	0
175	1
17	508837
176	0
177	0
178	1
18	509068
179	0
180	1
17	508919
181	1
17	508885
182	1
17	509063
183	0
184	0
185	1
17	508910
186	0
187	0
188	0
189	0
190	0
191	1
17	509099
192	2
17	508831
18	508862
193	1
17	508995
